"municipio_res","CVE_MUN","NOM_MUN","sector","grupoedad","sexo","fecha_ingreso","tipo_paciente","observaciones","confirmados","decesos","pruebas","confirmados_lab","descartados_lab","sospechosos","hospitalizados","uci","neumonia","intubado","ambulatorios","activos","hospitalizados_obs"
17,26017,"Caborca","SSA","30-59","Mujer",2022-04-22,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-04-26,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-04-28,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-03,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-13,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-16,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-18,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-19,"Ambulatorio",4,1,0,4,1,3,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-23,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-27,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-30,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-05-31,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-06,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-07,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-09,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-13,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-15,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-20,"Ambulatorio",5,5,0,5,5,0,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-21,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-22,"Ambulatorio",4,3,0,4,3,1,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-23,"Ambulatorio",8,4,0,8,4,4,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-24,"Ambulatorio",8,5,0,8,5,3,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-27,"Ambulatorio",4,3,0,4,3,1,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-28,"Ambulatorio",8,4,0,8,4,4,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-29,"Ambulatorio",8,6,0,8,6,2,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-06-30,"Ambulatorio",10,7,0,10,7,3,0,0,0,0,0,7,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-01,"Ambulatorio",8,5,0,7,4,3,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-04,"Ambulatorio",10,4,0,10,4,6,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-05,"Ambulatorio",15,7,0,15,7,8,0,0,0,0,0,7,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-06,"Ambulatorio",7,5,0,7,5,2,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-07,"Ambulatorio",9,6,0,9,6,3,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-08,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-11,"Ambulatorio",11,8,0,11,8,3,0,0,0,0,0,8,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-12,"Ambulatorio",5,4,0,5,4,1,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-13,"Ambulatorio",6,4,0,6,4,2,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-14,"Ambulatorio",8,7,0,8,7,1,0,0,0,0,0,7,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-15,"Ambulatorio",13,9,0,13,9,4,0,0,0,0,0,9,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-18,"Ambulatorio",12,6,0,12,6,6,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-19,"Ambulatorio",10,6,0,10,6,4,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-20,"Ambulatorio",5,3,0,5,3,2,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-21,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-22,"Ambulatorio",9,6,0,9,6,3,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-25,"Ambulatorio",6,4,0,6,4,2,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-26,"Ambulatorio",4,2,0,4,2,2,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-27,"Ambulatorio",7,6,0,7,6,1,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-28,"Ambulatorio",7,5,0,7,5,2,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-07-29,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-01,"Ambulatorio",7,4,0,7,4,3,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-02,"Ambulatorio",9,6,0,9,6,3,0,0,0,0,0,6,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-03,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-04,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-05,"Ambulatorio",8,3,0,8,3,5,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-08,"Ambulatorio",5,4,0,5,4,1,0,0,0,0,0,4,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-08,"Hospitalizado",1,0,0,1,0,1,0,0,0,1,0,0,0,1
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-09,"Ambulatorio",6,3,0,6,3,3,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-10,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-11,"Ambulatorio",4,3,0,4,3,1,0,0,0,0,0,3,2,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-12,"Ambulatorio",5,4,0,5,4,1,0,0,0,0,0,4,4,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-15,"Ambulatorio",4,1,0,4,1,3,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-16,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-16,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-17,"Ambulatorio",6,4,0,6,4,2,0,0,0,0,0,4,4,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-18,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","30-59","Mujer",2022-08-19,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-04,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-05,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-06,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-07,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-08,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-08,"Hospitalizado",1,1,0,1,1,0,0,1,1,1,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-09,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-10,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-11,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-13,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-14,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-16,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-17,"Ambulatorio",4,1,0,4,1,3,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-18,"Ambulatorio",2,1,0,1,0,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-20,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-21,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-22,"Ambulatorio",5,2,0,5,2,3,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-23,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-24,"Ambulatorio",18,7,0,18,7,11,0,0,0,0,0,7,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-24,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-25,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-25,"Hospitalizado",1,1,0,1,1,0,0,1,0,1,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-26,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-27,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-28,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-28,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-29,"Ambulatorio",2,1,0,2,1,1,0,0,0,1,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-01-29,"Hospitalizado",1,1,1,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-01,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-01,"Hospitalizado",2,1,1,2,1,1,0,1,0,3,1,0,0,2
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-02,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-03,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-04,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-07,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-08,"Ambulatorio",4,2,0,4,2,2,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-08,"Hospitalizado",3,3,1,3,3,0,0,3,0,6,3,0,0,3
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-09,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-09,"Hospitalizado",1,1,1,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-11,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-12,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-12,"Hospitalizado",1,1,1,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-14,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-15,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-16,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-18,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-19,"Ambulatorio",4,3,0,4,3,1,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-20,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-21,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-21,"Hospitalizado",1,0,0,1,0,1,0,0,0,1,0,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-23,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-24,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-02-28,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-01,"Ambulatorio",5,0,0,5,0,5,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-01,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-03,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-08,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-10,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-11,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-15,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-22,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-23,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-24,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-25,"Ambulatorio",5,0,0,5,0,5,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-03-30,"Ambulatorio",2,0,0,1,0,1,1,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-01,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-04,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-07,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-08,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-11,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-18,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-19,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-20,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-04-27,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-05-03,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-05-13,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-05-16,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-05-24,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-05-27,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-03,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-15,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-21,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-22,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-28,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-29,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-06-30,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-01,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-06,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-08,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-13,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-14,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-15,"Ambulatorio",5,5,0,5,5,0,0,0,0,0,0,5,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-16,"Hospitalizado",1,1,1,1,1,0,0,1,0,1,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-18,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-19,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-20,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-21,"Hospitalizado",1,1,0,1,1,0,0,1,0,1,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-22,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-25,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-26,"Ambulatorio",3,1,0,2,1,1,1,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-07-27,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-01,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-03,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-05,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-08,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-09,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-11,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-12,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,1,0
17,26017,"Caborca","SSA","60 o más","Hombre",2022-08-15,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-03,"Ambulatorio",5,0,0,5,0,5,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-05,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-06,"Ambulatorio",7,3,0,7,3,4,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-07,"Ambulatorio",4,1,0,4,1,3,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-07,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-08,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-09,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-10,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-11,"Ambulatorio",6,3,0,6,3,3,0,0,0,0,0,3,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-12,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-13,"Ambulatorio",2,0,0,2,0,2,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-14,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-15,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-16,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-17,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-17,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-18,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-19,"Ambulatorio",4,2,0,4,2,2,0,0,0,0,0,2,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-20,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-21,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-22,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-22,"Hospitalizado",1,1,1,1,1,0,0,1,0,2,1,0,0,1
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-24,"Ambulatorio",7,1,0,7,1,6,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-25,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-26,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-27,"Ambulatorio",3,1,0,3,1,2,0,0,0,0,0,1,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-28,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,26017,"Caborca","SSA","60 o más","Mujer",2022-01-29,"Ambulatorio",5,2,0,5,2,3,0,0,0,1,0,2,0,0
